date,time_block,purchase_bid_mw,sell_bid_mw,mcv_mw,scheduled_vol_mw,MCP,scrape_timestamp
25-02-2026,09:00-09:15,19.0,,8601.8,9792.8,3500.57,2026-02-25 11:04:05
25-02-2026,09:15-09:30,8415.8,10434.5,7558.41,7558.41,3440.4,2026-02-25 11:04:05
25-02-2026,09:30-09:45,,9054.8,12515.4,8103.3,3509.0,2026-02-25 11:04:05
25-02-2026,09:45-10:00,9039.1,14375.1,8393.2,8393.2,3186.94,2026-02-25 11:04:05
25-02-2026,10:00-10:15,21.0,,7361.0,15138.2,2519.26,2026-02-25 11:04:05
25-02-2026,10:15-10:30,7162.3,15907.9,6590.03,6590.03,2370.61,2026-02-25 11:04:05
25-02-2026,10:30-10:45,,8405.2,16104.5,7375.0,3112.8,2026-02-25 11:04:05
25-02-2026,10:45-11:00,8892.4,17266.4,7905.2,7905.2,2999.89,2026-02-25 11:04:05
25-02-2026,11:00-11:15,23.0,,8433.5,18179.9,2920.32,2026-02-25 11:04:05
25-02-2026,11:15-11:30,8574.5,19420.6,7491.9,7491.9,2839.99,2026-02-25 11:04:05
25-02-2026,11:30-11:45,,8461.5,20322.0,7554.39,2450.01,2026-02-25 11:04:05
25-02-2026,11:45-12:00,8446.9,21879.5,7876.9,7876.9,2160.18,2026-02-25 11:04:05
25-02-2026,12:00-12:15,25.0,,9446.9,22812.6,2280.09,2026-02-25 11:04:05
25-02-2026,12:15-12:30,10211.1,23892.4,9620.49,9620.49,2287.08,2026-02-25 11:04:05
25-02-2026,12:30-12:45,,9672.6,22360.1,9057.5,2300.05,2026-02-25 11:04:05
25-02-2026,12:45-13:00,9288.2,23024.3,8748.9,8748.9,2130.3,2026-02-25 11:04:05
25-02-2026,13:00-13:15,27.0,,8452.8,24121.0,1902.12,2026-02-25 11:04:05
25-02-2026,13:15-13:30,8433.0,24643.3,8235.8,8235.8,1882.74,2026-02-25 11:04:05
25-02-2026,13:30-13:45,,8132.1,24194.9,7794.8,2084.02,2026-02-25 11:04:05
25-02-2026,13:45-14:00,9016.0,23762.4,8595.41,8595.41,2130.77,2026-02-25 11:04:05
25-02-2026,14:00-14:15,29.0,,10537.3,22280.1,2839.38,2026-02-25 11:04:05
25-02-2026,14:15-14:30,10762.9,20873.5,9680.3,9680.3,2981.47,2026-02-25 11:04:05
25-02-2026,14:30-14:45,,10063.0,19753.4,8982.6,2981.84,2026-02-25 11:04:05
25-02-2026,14:45-15:00,9991.7,18947.4,8831.24,8831.24,3000.85,2026-02-25 11:04:05
25-02-2026,15:00-15:15,31.0,,9663.6,18474.9,2998.08,2026-02-25 11:04:05
25-02-2026,15:15-15:30,9815.2,17684.5,8695.36,8695.36,3070.23,2026-02-25 11:04:05
25-02-2026,15:30-15:45,,10613.3,15601.2,9203.8,3386.08,2026-02-25 11:04:05
25-02-2026,15:45-16:00,10355.6,12764.6,8480.45,8480.45,3630.92,2026-02-25 11:04:05
25-02-2026,16:00-16:15,33.0,,8994.1,13055.5,3386.3,2026-02-25 11:04:05
25-02-2026,16:15-16:30,8330.5,12331.2,7331.6,7331.6,3269.38,2026-02-25 11:04:05
25-02-2026,16:30-16:45,,9537.0,11036.3,7796.2,3750.22,2026-02-25 11:04:05
25-02-2026,16:45-17:00,10959.2,10240.3,8043.15,8043.15,4500.75,2026-02-25 11:04:05
25-02-2026,17:00-17:15,35.0,,7474.0,10068.6,3499.59,2026-02-25 11:04:05
25-02-2026,17:15-17:30,9564.1,9190.7,7580.92,7580.92,4252.59,2026-02-25 11:04:05
